date,radio,screen,netType,rncState,hspaChannels,na1,na2,na3,na4,na5,na6,na7
1367006259454,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006260567,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006261670,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006262772,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006263881,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006264990,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006266102,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006267211,RADIO,0,8,IDLE,0,-82,-82,-7,13273110,200,246,01
1367006268316,RADIO,0,8,IDLE,0,-82,-82,-7,13273110,200,246,01
1367006269421,RADIO,0,8,IDLE,0,-82,-82,-3,13273110,200,246,01
1367006270530,RADIO,0,8,IDLE,0,-82,-82,-3,13273110,200,246,01
1367006271637,RADIO,0,8,IDLE,0,-82,-82,-6,13273110,200,246,01
1367006272747,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006273857,RADIO,0,8,IDLE,0,-82,-82,-6,13273110,200,246,01
1367006274966,RADIO,0,8,IDLE,0,-83,-83,-4,13273110,200,246,01
1367006276071,RADIO,0,8,IDLE,0,-83,-83,-4,13273110,200,246,01
1367006277182,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006278305,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006279422,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006280532,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006281642,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006282752,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006283862,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006284971,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006286081,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006287186,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006288297,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006289406,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006290517,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006291631,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006292736,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006293842,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006294956,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006296347,RADIO,0,8,IDLE,0,-82,-82,-7,13273110,200,246,01
1367006297456,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006298566,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006299672,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006300781,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006301886,RADIO,0,8,IDLE,0,-81,-82,-6,13273110,200,246,01
1367006302997,RADIO,0,8,IDLE,0,-81,-82,-6,13273110,200,246,01
1367006304106,RADIO,0,8,IDLE,0,-81,-82,-4,13273110,200,246,01
1367006305217,RADIO,0,8,IDLE,0,-83,-82,-5,13273110,200,246,01
1367006306330,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006307435,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006308546,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006309656,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006310767,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006311880,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006312986,RADIO,0,8,IDLE,0,-83,-82,-4,13273110,200,246,01
1367006314091,RADIO,0,8,IDLE,0,-82,-82,-7,13273110,200,246,01
1367006315201,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006316307,RADIO,0,8,IDLE,0,-81,-82,-4,13273110,200,246,01
1367006317411,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006318522,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006319631,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006320741,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006321852,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006322961,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006324071,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006325180,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006326290,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006327397,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006328511,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006329616,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006330730,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006331836,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006332947,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006334056,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006335166,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006336281,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006337386,RADIO,0,8,IDLE,0,-82,-82,-4,13273110,200,246,01
1367006338492,RADIO,0,8,FACH,0,-90,-82,-4,13273110,200,246,01
1367006339516,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006340620,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006341730,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006342833,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006343937,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006345042,RADIO,0,15,DCH,1,-83,-82,-9,13273110,200,246,01
1367006346056,RADIO,0,8,FACH,0,-83,-82,-9,13273104,200,246,01
1367006347156,RADIO,0,8,FACH,0,-83,-82,-9,13273104,200,246,01
1367006348262,RADIO,0,8,FACH,0,-83,-82,-9,13273104,200,246,01
1367006349367,RADIO,0,8,FACH,0,-83,-82,-1,13273104,200,246,01
1367006350471,RADIO,0,8,FACH,0,-83,-82,-9,13273104,200,246,01
1367006351583,RADIO,0,8,FACH,0,-89,-84,-4,13273110,200,246,01
1367006352686,RADIO,0,8,FACH,0,-90,-84,-4,13273110,200,246,01
1367006353787,RADIO,0,8,FACH,0,-90,-85,-4,13273110,200,246,01
1367006354892,RADIO,0,8,FACH,0,-90,-85,-4,13273110,200,246,01
1367006355997,RADIO,0,8,FACH,0,-90,-87,-4,13273110,200,246,01
1367006357071,RADIO,0,8,IDLE,0,-90,-87,-4,13273110,200,246,01
1367006358181,RADIO,0,8,IDLE,0,-90,-88,-4,13273110,200,246,01
1367006359290,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006360402,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006361511,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006362648,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006363766,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006364880,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006365986,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006367096,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006368201,RADIO,0,8,IDLE,0,-91,-88,-4,13273110,200,246,01
1367006369301,RADIO,0,8,IDLE,0,-90,-88,-4,13273110,200,246,01
1367006370411,RADIO,0,8,IDLE,0,-90,-88,-4,13273110,200,246,01
1367006371518,RADIO,0,8,IDLE,0,-90,-88,-4,13273110,200,246,01
1367006372634,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006373738,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006374846,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006375956,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006377067,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006378181,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006379291,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006380401,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006381499,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006382600,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006383707,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006384817,RADIO,0,8,IDLE,0,-89,-88,-3,13273110,200,246,01
1367006385921,RADIO,0,8,IDLE,0,-89,-89,-6,13273110,200,246,01
1367006387032,RADIO,0,8,IDLE,0,-89,-89,-6,13273110,200,246,01
1367006388156,RADIO,0,8,IDLE,0,-89,-89,-6,13273110,200,246,01
1367006389267,RADIO,0,8,IDLE,0,-90,-90,-4,13273110,200,246,01
1367006390371,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006391481,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006392591,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006393698,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006394807,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006395916,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006397030,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006398141,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006399252,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006400362,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006401471,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006402580,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006403691,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006404797,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006405906,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006407016,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006408131,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006409241,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006410352,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006411461,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006412571,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006413677,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006414781,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006415892,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006417001,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006418111,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006419221,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006420331,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006421436,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006422546,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006423658,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006424766,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006425880,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006426992,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006428101,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006429211,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006430321,RADIO,0,8,IDLE,0,-90,-88,-3,13273110,200,246,01
1367006431431,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006432546,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006433656,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006434767,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006435880,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006436987,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006438097,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006439206,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006440316,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006441430,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006442536,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006443647,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006444756,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006445866,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006446980,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006448091,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006449202,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006450320,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006451437,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006452547,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006453657,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006454768,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006455882,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006456991,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006458097,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006459206,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006460317,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006461431,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006462541,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006463646,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006464755,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006465862,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006466971,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006468082,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006469191,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006470303,RADIO,0,8,IDLE,0,-83,-88,-3,13273110,200,246,01
1367006471412,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006472521,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006473632,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006474736,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006475846,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006476957,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006478061,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006479171,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006480281,RADIO,0,8,IDLE,0,-82,-87,-4,13273110,200,246,01
1367006481390,RADIO,0,8,IDLE,0,-82,-86,-4,13273110,200,246,01
1367006482502,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006483612,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006484721,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006485831,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006486940,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006488047,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006489160,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006490261,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006491371,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006492482,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006493592,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006494695,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006495806,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006496916,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006498031,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006499142,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006500251,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006501361,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006502485,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006503593,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006504702,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006505815,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006506931,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006508036,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006509146,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006510259,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006511371,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006512489,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006513607,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006514717,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006515823,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006516936,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006518047,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006519156,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006520267,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006521382,RADIO,0,8,IDLE,0,-86,-86,-5,13273110,200,246,01
1367006522405,RADIO,0,8,IDLE_CCCH,0,-83,-85,-4,13273110,200,246,01
1367006523506,RADIO,0,8,FACH,0,-84,-84,-4,13273110,200,246,01
1367006524583,RADIO,0,15,DCH,1,-25,-84,-4,13273110,200,246,01
1367006525605,RADIO,0,15,DCH,1,-81,-83,-4,13273110,200,246,01
1367006526707,RADIO,0,15,DCH,1,-82,-82,-4,13273110,200,246,01
1367006527812,RADIO,0,15,DCH,1,-83,-82,-4,13273110,200,246,01
1367006528917,RADIO,0,15,DCH,1,-88,-82,-4,13273110,200,246,01
1367006530021,RADIO,0,15,DCH,1,-87,-82,-4,13273110,200,246,01
1367006531121,RADIO,0,15,DCH,1,-92,-83,-4,13273110,200,246,01
1367006532148,RADIO,0,8,FACH,0,-90,-84,-4,13273110,200,246,01
1367006533252,RADIO,0,8,FACH,0,-90,-84,-4,13273110,200,246,01
1367006534275,RADIO,0,8,FACH,0,-89,-86,-5,13273110,200,246,01
1367006535376,RADIO,0,8,FACH,0,-88,-86,-4,13273110,200,246,01
1367006536485,RADIO,0,8,FACH,0,-87,-87,-4,13273110,200,246,01
1367006537587,RADIO,0,8,IDLE,0,-88,-87,-4,13273110,200,246,01
1367006538666,RADIO,0,8,IDLE,0,-88,-88,-4,13273110,200,246,01
1367006539776,RADIO,0,8,IDLE,0,-88,-88,-4,13273110,200,246,01
1367006540886,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006541991,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006543102,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006544211,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006545321,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006546435,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006547546,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006548657,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006549766,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006550871,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006551976,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006553086,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006554197,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006555336,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006556445,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006557556,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006558667,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006559777,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006560886,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006561996,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006563115,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006564231,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006565342,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006566452,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006567561,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006568673,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006569786,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006570898,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006572006,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006573112,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006574221,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006575335,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006576442,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006577551,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006578661,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006579771,RADIO,0,8,IDLE,0,-89,-88,-4,13273110,200,246,01
1367006580877,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006581987,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006583096,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006584206,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006585316,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006586426,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006587536,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006588647,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006589756,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006590861,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006591966,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006593077,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006594186,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006595297,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006596406,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006597511,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006598624,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006599736,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006600841,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006601950,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006603062,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006604172,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006605285,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006606390,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006607496,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006608601,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006609712,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006610821,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006611926,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006613036,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006614141,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006615253,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006616361,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006617466,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006618577,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006619686,RADIO,0,8,IDLE,0,-84,-87,-4,13273110,200,246,01
1367006620787,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006621884,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006622987,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006624095,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006625215,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006626338,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006627446,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006628556,RADIO,0,8,IDLE,0,-83,-87,-4,13273110,200,246,01
1367006629662,RADIO,0,8,IDLE,0,-83,-86,-4,13273110,200,246,01
1367006630773,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006631887,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006632997,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006634106,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006635212,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006636321,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
